trail_id,sentiment_all,sentence_count_all,sentiment_views,sentiment_difficulty,sentiment_crowding,sentiment_conditions,adaAccessible,areaType,avgRating,campingAvailable,cityName,difficultyRating,dogFriendly,elevationGainMeters,elevationMeters,estimatedTime,hasAlerts,highestPoint,isClosed,kidFriendly,latitude,lengthMeters,lengthMiles,longitude,numPOIs,popularity,routeType,stateName,strollerFriendly,sentence_count_views_pct,sentence_count_difficulty_pct,sentence_count_crowding_pct,sentence_count_conditions_pct,numPhotos_pct,numRecordings_pct,numFeaturedPhotos_pct,collections_count,collections_with_photos_pct,features_ada,features_beach,features_cave,features_city-walk,features_dogs,features_dogs-leash,features_dogs-no,features_event,features_forest,features_historic-site,features_hot-springs,features_kids,features_lake,features_partially-paved,features_paved,features_pub-crawl,features_rails-trails,features_river,features_strollers,features_views,features_waterfall,features_wild-flowers,features_wildlife,activities_backpacking,activities_bike-touring,activities_birding,activities_camping,activities_cross-country-skiing,activities_fishing,activities_hiking,activities_horseback-riding,activities_mountain-biking,activities_off-road-driving,activities_paddle-sports,activities_road-biking,activities_rock-climbing,activities_scenic-driving,activities_skiing,activities_snowshoeing,activities_trail-running,activities_via-ferrata,activities_walking,collections_beaches,collections_dogs,collections_hidden-gems,collections_kids,collections_lakes,collections_rivers,collections_trees,collections_trending,collections_views,collections_waterfalls,collections_wildflowers,poi_count
10572100,0.7845,1,0.0,0.0,0.0,0.7845,False,,3.4,False,Overton,3,False,243.84,394,3.0,False,568,False,False,36.54335,13035.654,8.1,-114.45383,2,39.6336,O,Nevada,False,0.0,0.0,0.0,1.0,0.8,1.4,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
10433863,0.1951,34,0.4371,0.2344,0.0,0.2339,False,M,4.3,False,Littlefield,3,False,1929.9936,609,19.5,False,1970,False,False,36.75811,74190.574,46.1,-114.06681,0,52.016,L,Arizona,False,0.17647058823529413,0.08823529411764706,0.0,0.3235294117647059,0.0,1.4736842105263157,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10455753,0.0719,31,0.7099,-0.1689,-0.4646,-0.0422,False,M,4.2,False,Littlefield,3,False,1966.8744,531,19.5,False,1967,False,False,36.77808,74029.64,46.0,-114.08388,0,59.2538,L,Arizona,False,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.041666666666666664,1.5,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10907841,0.2199,13,0.4719,-0.1358,0.7579,-0.1527,False,,4.3,False,Mesquite,1,False,70.7136,568,0.5,False,625,False,False,36.80496,2735.878,1.7,-114.13776,2,88.3843,O,Nevada,False,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.7938144329896907,1.9123711340206186,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6
10907850,0.2372,17,0.6326,-0.5719,0.0,-0.0531,False,,4.3,False,Mesquite,3,False,196.9008,596,2.5,False,727,False,False,36.80738,10299.776,6.4,-114.13852,1,83.798,O,Nevada,False,0.29411764705882354,0.058823529411764705,0.0,0.29411764705882354,0.8962264150943396,2.188679245283019,0.0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3
10907862,-0.028,14,0.7845,0.0,0.0,-0.7055,False,,3.8,False,Mesquite,3,False,276.7584,597,3.5,False,660,False,True,36.80734,13035.654,8.1,-114.13889,1,58.0118,O,Nevada,False,0.07142857142857142,0.0,0.0,0.14285714285714285,1.3333333333333333,1.5416666666666667,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3
10907847,0.1665,10,0.7558,-0.1531,0.9274,-0.316,False,,4.4,False,Mesquite,3,False,60.96,566,0.5,False,626,False,True,36.8168,1448.406,0.9,-114.13389,1,70.8986,L,Nevada,False,0.2,0.1,0.1,0.4,1.263157894736842,1.4035087719298245,0.017543859649122806,4,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,3
10455771,0.18,18,-0.1606,-0.4588,0.0,0.0684,False,,4.2,False,Littlefield,3,False,1175.9184,875,6.0,False,1969,False,False,36.79719,22691.694,14.1,-113.93093,0,51.1298,O,Arizona,False,0.16666666666666666,0.05555555555555555,0.0,0.3333333333333333,1.1666666666666667,1.0,0.0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10234945,0.4786,14,0.8114,0.5994,0.0,0.7598,False,,4.1,False,Bunkerville,3,True,2121.7128,449,37.5,False,1185,False,False,36.73185,143874.996,89.4,-114.21839,0,63.8202,L,Nevada,False,0.35714285714285715,0.07142857142857142,0.0,0.35714285714285715,0.4411764705882353,1.2205882352941178,0.0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
10782692,-0.2172,2,-0.2172,-0.6748,0.0,0.0,False,,4.0,False,Bunkerville,3,False,270.9672,1449,1.5,False,1698,False,False,36.5291,4184.284,2.6,-114.06675,1,31.5517,O,Nevada,False,1.0,0.5,0.0,0.0,3.0,7.0,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
10330348,0.0105,21,0.2045,0.0,0.0,0.0121,False,,4.2,False,Bunkerville,3,False,48.768,949,0.5,False,989,False,False,36.52272,2574.944,1.6,-114.13527,0,59.7526,L,Nevada,False,0.14285714285714285,0.0,0.0,0.23809523809523808,0.43478260869565216,2.0434782608695654,0.043478260869565216,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10907921,0.2715,20,0.6366,-0.2263,0.0,0.1903,False,W,4.5,False,Littlefield,3,False,390.7536,615,2.0,False,1004,False,False,36.91567,4023.35,2.5,-113.83509,0,68.6439,L,Arizona,False,0.15,0.05,0.0,0.1,0.9705882352941176,1.911764705882353,0.0,3,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
11071339,0.1803,25,0.224,0.7086,0.0,0.5632,False,,4.3,False,Overton,3,False,110.9472,845,1.0,False,915,False,False,36.52794,4506.152,2.8,-114.15964,0,61.5029,O,Nevada,False,0.16,0.04,0.0,0.08,1.1764705882352942,2.176470588235294,0.0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10582364,0.3419,13,0.0,0.1313,0.0,0.5574,False,,3.5,False,Littlefield,3,True,425.8056,1422,3.5,False,1589,False,False,36.83808,11104.446,6.9,-113.5765,1,53.3443,L,Arizona,False,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,1.5,2.0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
10507402,0.3521,18,0.5583,-0.0386,0.0,0.6705,False,,4.7,False,St. George,3,False,90.8304,1048,1.5,False,1103,False,True,36.90336,4988.954,3.1,-113.56366,1,95.5139,O,Utah,False,0.2222222222222222,0.1111111111111111,0.0,0.05555555555555555,1.708133971291866,1.6985645933014355,0.014354066985645933,2,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
10903986,0.2573,10,0.501,0.0,0.0,0.4754,False,,4.6,False,Littlefield,3,False,982.98,1108,8.5,False,1737,False,False,36.91938,32508.668,20.2,-113.66361,1,56.2191,O,Arizona,False,0.4,0.0,0.0,0.1,0.47058823529411764,2.2941176470588234,0.0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
10666613,0.3226,11,0.6663,0.0,0.0,-0.395,False,,4.5,False,St. George,1,False,14.9352,880,0.5,False,899,False,True,36.98293,1126.538,0.7,-113.50308,2,82.7574,O,Utah,False,0.36363636363636365,0.0,0.0,0.18181818181818182,1.9076923076923078,1.3384615384615384,0.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
10644526,0.0098,6,0.0,0.0,0.0,0.0,False,,3.7,False,Littlefield,5,False,400.812,853,5.0,False,1090,False,False,36.98485,18185.542,11.3,-113.64731,2,63.0471,O,Arizona,False,0.0,0.0,0.0,0.0,0.8275862068965517,1.8620689655172413,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
10763072,0.088,6,0.6249,0.0,0.0,0.0,False,,4.4,False,Littlefield,5,True,310.896,856,4.0,False,967,False,False,36.98484,15771.532,9.8,-113.648,2,57.1698,L,Arizona,False,0.16666666666666666,0.0,0.0,0.16666666666666666,4.076923076923077,2.5384615384615383,0.0,3,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6
10869485,0.2125,8,0.2023,0.6428,0.0,0.0,False,F,4.1,False,Fredonia,3,True,250.8504,1606,2.0,False,1606,False,False,36.73143,7563.898,4.7,-112.55668,1,47.1846,O,Arizona,False,0.125,0.125,0.0,0.0,3.5,2.0,0.0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
10866599,0.1692,11,0.6808,0.0,0.0,0.0165,False,W,4.0,False,Fredonia,3,False,264.8712,1689,2.0,False,1689,False,False,36.65847,7402.964,4.6,-112.55314,2,28.4167,O,Arizona,False,0.09090909090909091,0.0,0.0,0.36363636363636365,9.0,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
10845589,0.636,1,0.0,0.0,0.0,0.0,False,W,4.0,False,Fredonia,3,False,357.8352,1707,2.5,False,1707,False,False,36.64372,6276.426,3.9,-112.55833,3,26.9331,O,Arizona,False,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
10895264,0.1298,13,0.8885,-0.1406,0.0,-0.2243,False,W,4.2,False,Jacob Lake,3,False,244.7544,1778,4.5,False,1778,False,False,36.70553,20277.684,12.6,-112.37714,8,71.0357,O,Arizona,False,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,5.714285714285714,1.4761904761904763,0.0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
10895267,0.0893,13,0.1806,0.0,0.0,0.2465,False,F,5.0,False,Fredonia,5,True,683.9712000000001,1778,15.0,False,1778,False,False,36.70553,57453.438,35.7,-112.37713,13,37.155,O,Arizona,False,0.15384615384615385,0.0,0.0,0.15384615384615385,112.0,5.5,0.0,3,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,39
10263654,0.0351,9,-0.0513,-0.1027,0.0,-0.5941,False,F,4.8,False,Fredonia,5,True,483.7176,1638,5.5,False,1638,False,False,36.58517,20921.42,13.0,-112.54681,2,52.8167,O,Arizona,False,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,4.818181818181818,2.0,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,6
10111925,0.3528,5,0.6327,0.0,0.0772,0.0,False,M,4.5,False,Fredonia,3,False,48.768,1509,0.5,True,1559,False,True,36.86257,1287.472,0.8,-112.7376,3,86.69,L,Arizona,False,0.4,0.0,0.2,0.0,1.6888888888888889,1.2962962962962963,0.044444444444444446,2,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9
10850909,-0.1133,3,0.0,0.0,0.0,0.0,False,F,5.0,False,Fredonia,5,True,266.7,2118,1.5,False,2392,False,False,36.60302,4345.218,2.7,-112.3505,1,30.6005,O,Arizona,False,0.0,0.0,0.0,0.0,3.0,9.0,0.0,4,0.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3
10853466,0.3054,12,0.6249,0.0,0.0,0.7024,False,F,4.9,False,Fredonia,3,True,50.9016,1010,0.5,False,1050,False,False,36.54799,4184.284,2.6,-112.65206,2,38.4988,O,Arizona,False,0.08333333333333333,0.0,0.0,0.25,1.2,1.2,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,6
10849498,0.3679,12,0.2036,0.0,-0.6124,0.413,False,F,3.5,False,Jacob Lake,5,True,382.8288,2167,4.0,False,2538,False,False,36.58523,18024.608,11.2,-112.3457,3,27.0275,P,Arizona,False,0.25,0.0,0.08333333333333333,0.4166666666666667,3.0,1.0,0.0,3,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9
10818338,-0.0766,2,-0.1531,0.0,0.0,0.0,False,F,3.7,False,Fredonia,3,True,14.9352,2305,0.5,False,2306,False,False,36.74253,1770.274,1.1,-112.24488,1,41.1032,O,Arizona,False,0.5,0.0,0.0,0.0,0.3333333333333333,3.3333333333333335,0.0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3
10838023,0.5994,1,0.5994,0.0,0.0,0.0,False,,4.1,False,Marble Canyon,5,False,1171.956,1779,11.5,False,2163,False,False,36.82112,40072.566,24.9,-112.07257,3,37.1217,O,Arizona,False,1.0,0.0,0.0,0.0,0.3333333333333333,2.3333333333333335,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
10461842,0.1742,16,0.0,0.2624,0.0,0.2296,False,F,4.0,False,Jacob Lake,3,True,148.7424,2293,6.0,False,2333,False,False,36.73647,27519.714,17.1,-112.18885,3,66.4265,P,Arizona,False,0.0,0.25,0.0,0.125,0.8461538461538461,2.230769230769231,0.0,4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,9
10273343,0.2514,9,0.0,0.0,0.0,0.4146,False,M,4.7,False,Jacob Lake,3,True,330.708,1819,9.5,False,1897,False,False,36.86205,36532.018,22.7,-112.06268,3,73.4572,O,Arizona,False,0.0,0.0,0.0,0.3333333333333333,0.676923076923077,1.2923076923076924,0.0,5,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,9
10663552,0.0559,35,0.6366,0.0,0.368,0.1271,False,M,4.7,False,Jacob Lake,1,False,267.9192,1821,7.0,False,1827,False,False,36.86215,25266.638,15.7,-112.06305,6,85.0204,P,Arizona,False,0.08571428571428572,0.0,0.02857142857142857,0.2571428571428571,0.9426229508196722,2.098360655737705,0.0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,18
10894181,0.2692,25,0.2088,0.4903,-0.2732,0.0988,False,B,4.7,False,Marble Canyon,5,False,473.964,1579,2.0,False,2050,False,False,36.71823,7081.096,4.4,-111.9047,1,71.9113,O,Arizona,False,0.24,0.24,0.04,0.12,1.05,1.825,0.0,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
10894182,0.458,7,0.3612,0.0,0.0,0.0,False,F,4.5,False,Jacob Lake,1,True,26.8224,2406,0.5,False,2407,False,True,36.71761,1609.34,1.0,-112.21402,1,74.3066,L,Arizona,False,0.14285714285714285,0.0,0.0,0.0,0.9148936170212766,2.0,0.0425531914893617,5,0.6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,3
11012846,0.3838,13,0.7677,0.0,0.0,0.6588,False,M,4.5,False,Marble Canyon,1,False,152.7048,2415,17.5,False,2415,False,True,36.71365,66304.808,41.2,-112.21534,0,57.8643,P,Arizona,False,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.8125,1.5,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10023084,0.1779,24,0.3875,0.6652,0.6908,0.2005,False,F,4.5,False,Jacob Lake,1,True,775.716,2416,15.0,False,2697,False,False,36.71364,70167.224,43.6,-112.21545,0,48.7116,P,Arizona,False,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.2916666666666667,0.375,1.0,0.0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
